Country Code,Country Name,Year,"Foreign direct investment, net inflows (BoP, current US$)",Total reserves (gold + US$),Consumer Price,Time required to start a business (days),Total tax and contribution rate (PCT of profit),Final Consumption Expenditure,Exports of goods and services (PCT of GDP),Imports of goods and services (PCT of GDP),Gross Domestic Product,GDP Growth,GNI Per Capita,Gross Savings,"Primary completion rate, total (PCT of relevant age group)",Expenditure Education,Unemployment,"Intentional homicides (per 100,000 people)",Access Elect.,Basic Sanitation,Population Density,Maternal Mortality,Refugee population by country or territory of asylum,Refugee population by country or territory of origin,Research and development expenditure (PCT of GDP),Mobile Subs.,"Labour force, total",Population Total,GDP per_capita,"Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Growth Rate (percentage),"Crude Birth Rate (births per 1,000 population)","Median Age, as of 1 July (years)","Life Expectancy at Birth, both sexes (years)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)","Infant Mortality Rate (infant deaths per 1,000 live births)","Infant Deaths, under age 1 (thousands)"
RUS,Russia,2012,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,8.125,0.056,0.217,13.472,37.203,70.769,304.059,2.118,8.143,15.602
RUS,Russia,2013,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,51.277,0.357,0.238,13.532,37.351,71.302,291.552,2.027,7.561,14.674
RUS,Russia,2014,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,52.741,0.366,0.217,13.567,37.515,71.566,260.843,1.809,6.825,13.297
RUS,Russia,2015,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,68.114,0.472,0.313,13.438,37.641,72.101,384.942,2.664,6.01,11.651
RUS,Russia,2016,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,55.167,0.38,0.295,13.042,37.74,72.661,373.316,2.576,5.416,10.277
RUS,Russia,2017,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,-91.821,-0.633,0.178,11.63,37.89,73.374,350.105,2.411,4.622,7.939
RUS,Russia,2018,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,-195.299,-1.343,0.097,11.036,38.088,73.531,336.527,2.314,4.149,6.711
RUS,Russia,2019,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,-294.755,-2.025,0.027,10.216,38.34,73.933,333.509,2.292,4.076,6.131
RUS,Russia,2020,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,-629.388,-4.328,-0.198,9.884,38.601,71.342,340.711,2.343,3.862,5.581
RUS,Russia,2021,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,-1061.083,-7.321,-0.51,9.643,38.811,69.419,320.617,2.212,3.865,5.426
RWA,Rwanda,2000,8099999.9,190641890.700649,46.7113656890543,9.705882352941176,35.126666666666665,10.8905834198499,5.38047579331983,22.121112832122,2067579822.43604,8.37091824035809,270.0,13.165899695550811,25.0817604064941,3.43635988235474,0.787000000476837,2.8767096701660275,6.19999980926514,63.30655877,325.322375354682,1020.0,28398.0,119051.0,0.7038800120353701,0.480888445,3737295.0,8109989.0,622.595838272698,205.233,25.149,1.299,40.923,15.362,47.129,-99.86,-12.237,110.636,36.862
RWA,Rwanda,2001,18500000.0,212109512.511183,48.2728589440866,9.705882352941176,35.126666666666665,4.97759488276593,7.27310523359913,21.9422051886928,1965500949.34016,8.48451945289706,270.0,13.165899695550811,26.4284400939941,4.82785987854004,0.842999994754791,2.8767096701660275,4.57231616973877,62.6917304,337.632995541143,946.0,34793.0,84508.0,0.7038800120353701,0.79037532,3856030.0,8223941.0,665.784433110972,214.488,25.932,1.49,40.765,15.746,49.021,-91.955,-11.118,101.695,34.129
RWA,Rwanda,2002,1500000.0,243728532.498222,49.2347368954152,9.705882352941176,35.126666666666665,13.6629344512758,6.18438929650872,21.4415645178386,1964832511.92978,13.1920780970496,260.0,13.165899695550811,32.0634689331055,3.8636274933815007,0.889999985694885,2.8767096701660275,5.93285799026489,62.07009531,346.015605999189,870.0,30861.0,75251.0,0.7038800120353701,0.984089688,3977368.0,8372306.0,746.608454077611,222.179,26.462,2.081,40.388,16.075,51.032,-47.989,-5.716,92.749,31.533
RWA,Rwanda,2003,4700000.0,214698552.288102,52.9025771588778,18.0,35.126666666666665,-2.4508175223929,7.78058105239706,21.5448721686467,2137156726.89736,2.20240272039038,250.0,13.165899695550811,41.7365989685059,3.8636274933815007,0.939999997615814,2.8767096701660275,7.2881646156311,61.44165352,351.858370490474,770.0,36608.0,75258.0,0.7038800120353701,1.525678362,4107124.0,8567992.0,765.391503502055,234.577,27.355,2.535,40.146,16.353,53.368,-17.399,-2.029,84.222,29.214
RWA,Rwanda,2004,7700000.0,314640045.452476,59.3835186222589,18.0,35.126666666666665,7.1401759665271,10.3984299304711,23.0789868327332,2375376873.10914,7.44767967642932,270.0,13.165899695550811,40.7608184814453,3.8636274933815007,0.948000013828278,2.8767096701660275,8.64058494567871,60.80640501,357.455938386704,662.0,50221.0,63792.0,0.7038800120353701,1.561343212,4240643.0,8791853.0,831.525592281651,249.486,28.343,2.622,39.889,16.605,55.491,-18.936,-2.151,76.258,26.673
RWA,Rwanda,2005,7960000.0,256882287.17377,64.7364019496396,18.0,41.2,8.81374887387776,10.6933557331729,23.5404340335729,2932340855.31852,9.37789942475413,310.0,13.165899695550811,61.61558151245117,3.8636274933815007,0.96399998664856,2.8767096701660275,4.80000019073486,60.16434979,364.480543169842,567.0,45202.0,100252.0,0.7038800120353701,2.470314799,4369602.0,9026299.0,920.766713013893,261.387,28.916,2.641,39.462,16.834,57.316,-23.051,-2.55,68.972,24.485
RWA,Rwanda,2006,30643966.4,381762789.729147,70.4868242480992,16.0,41.2,10.094136187237,10.8889051552631,22.3493063059028,3318107347.2799,9.22704757865398,350.0,13.165899695550811,61.61558151245117,3.8636274933815007,0.986000001430511,3.52745699543377,11.3462257385254,59.51548786,373.189298743413,534.0,49191.0,92956.0,0.7038800120353701,3.389414919,4494581.0,9270066.0,1012.47896384124,269.386,29.022,2.688,38.825,17.036,58.714,-20.195,-2.176,62.597,22.443
RWA,Rwanda,2007,82283165.8,783926885.383969,76.8875368460958,16.0,37.2,2.33787914542074,13.6754787123124,22.3156696938974,4068224991.08702,7.63331106131572,400.0,13.165899695550811,61.61558151245117,3.98742008209229,1.01199996471405,2.88987453739093,12.7045030593872,58.85981921,382.951033644102,495.0,53574.0,80955.0,0.7038800120353701,6.66938775,4618918.0,9523168.0,1090.84624538775,274.752,28.819,2.699,38.005,17.206,59.965,-17.724,-1.859,57.214,20.648
RWA,Rwanda,2008,102289999.9,769313046.836517,88.7575992244827,14.0,37.1,7.01558389856206,11.2784785893566,26.3450837500645,5177230923.28829,11.161243240151,480.0,13.165899695550811,51.2898712158203,3.50408005714417,1.02400004863739,1.51188530838051,6.0,58.19734385,393.521240372923,452.0,55067.0,72529.0,0.7038800120353701,13.52113618,4745452.0,9781996.0,1203.14825769997,277.503,28.339,2.665,36.979,17.349,61.134,-16.88,-1.724,52.439,18.938
RWA,Rwanda,2009,118670000.0,1009885490.217,100.246735981484,7.0,34.7,10.1516790244218,10.3727513605083,26.4516018938524,5671592572.19972,6.24825992909668,540.0,13.165899695550811,69.3714065551758,3.8636274933815007,1.05999994277954,2.8767096701660275,15.4454612731934,57.52806178,404.436400486421,411.0,54016.0,129108.0,0.7038800120353701,24.18673448,4877343.0,10043737.0,1253.73780457541,277.981,27.652,2.617,35.936,17.474,61.958,-15.121,-1.504,48.417,17.444
RWA,Rwanda,2010,216192556.81734,806395755.959935,100.0,7.0,34.7,6.2328227109109,10.7484396942784,26.5501156554993,6121529488.49049,7.33465610774428,590.0,13.3898633707482,71.8742904663086,4.63384008407593,1.07799994945526,2.89859749716565,9.69999980926514,56.851973,415.356384272396,381.0,55398.0,115519.0,0.7038800120353701,34.42380763,5016237.0,10309031.0,1325.78162054261,276.114,26.768,2.597,34.836,17.595,62.54,-8.394,-0.814,44.931,16.109
RWA,Rwanda,2011,112127535.812557,717579235.836789,103.080170692403,7.0,34.7,8.24068474147953,12.6653831806198,27.0711221207198,6881379761.83833,7.95838571877225,630.0,17.2675127479725,61.61558151245117,4.38598012924194,1.09899997711182,2.8767096701660275,10.8000001907349,56.16907751,426.269598702878,361.0,55325.0,106832.0,0.7038800120353701,42.03670781,5159662.0,10576932.0,1421.18592946921,273.436,25.844,2.535,33.658,17.724,63.261,-5.358,-0.506,41.697,14.838
RWA,Rwanda,2012,269615550.35029,474675025.973947,113.66755381768,8.0,34.5,7.85166814142748,12.0006936509659,28.5618445157955,7650671476.94976,8.64152062474403,690.0,13.673383316139,71.1614303588867,4.4235200881958,1.11800003051758,2.42661664803101,17.5,55.47937531,437.326834211593,336.0,58217.0,97357.0,0.7038800120353701,52.49608545,5296930.0,10840334.0,1535.48264628773,273.557,25.214,2.387,32.818,17.843,64.009,-14.824,-1.366,39.401,14.004
RWA,Rwanda,2013,233763793.607834,654177583.464105,120.401525107651,7.0,33.0,3.51369111380481,13.4994205684069,29.2158570156335,7815975293.67372,4.71983686440238,710.0,16.5196226681311,69.1487808227539,4.7449197769165,1.15199995040894,3.32052664477524,15.1999998092651,54.78286639,448.526591001216,318.0,73352.0,83943.0,0.7038800120353701,60.25535633,5429318.0,11101350.0,1592.82342263024,279.125,25.122,2.372,32.407,17.95,64.426,-15.833,-1.425,37.555,13.501
RWA,Rwanda,2014,313997162.787606,945126111.233454,123.236367612123,7.0,33.0,8.49242640036661,13.8757441883598,30.0493993198585,8234762201.03869,6.16716772132257,720.0,11.7921439312351,62.9904708862305,4.19878005981445,1.16999995708466,3.86155112192947,19.7999992370605,54.07955076,459.884758816376,304.0,73822.0,79396.0,0.7038800120353701,68.14488903,5567975.0,11368451.0,1701.85785739026,285.946,25.132,2.383,32.085,18.064,64.94,-15.027,-1.321,36.091,13.15
RWA,Rwanda,2015,162083820.997161,917498055.127134,126.35240266948,6.0,33.0,10.903154544,13.2385105577559,31.9864191539968,8539424910.07969,8.8568613246897,730.0,9.88351458897271,63.3508682250977,3.64915990829468,1.14800000190735,2.57716860822164,22.7999992370605,53.36942842,471.404661532225,290.0,144739.0,286357.0,0.7038800120353701,75.23533322,5723431.0,11642959.0,1827.18713413489,292.584,25.109,2.389,31.833,18.181,65.298,-14.477,-1.242,34.754,12.862
RWA,Rwanda,2016,279747327.598381,1013356070.46449,135.417357450773,4.0,33.0,4.96421230896172,15.4296017177667,34.0803229275113,8690878327.95492,5.97074429808526,730.0,10.7715842656213,69.0601425170898,3.4367299079895,1.14400005340576,2.8767096701660275,29.3700008392334,52.65249937,483.07693554925,544.8125,156065.0,286063.0,0.649810016155243,74.77669748,5893152.0,11930899.0,1912.9011820632,300.378,25.169,2.496,31.659,18.298,65.737,-2.605,-0.218,33.72,12.708
RWA,Rwanda,2017,274025990.659944,1178765818.21496,146.629287289695,4.0,33.2,0.635586135371426,20.5283852817577,33.1468863567186,9252834120.39358,3.97628969448469,720.0,14.3618291183891,78.1988067626953,3.12646007537842,1.13699996471405,2.8767096701660275,34.0999984741211,51.9287636,398.747621545578,544.8125,170991.0,258986.0,0.7038800120353701,72.10934219,6075287.0,12230339.0,1201.7707998989051,306.27,25.032,2.462,31.399,18.417,65.941,-5.169,-0.422,32.746,12.553
RWA,Rwanda,2018,366192315.50624,1355058758.16221,146.172962049541,4.0,33.2,10.2008443893314,21.0980867012355,34.6598029975038,9642440645.81148,8.57943753725192,770.0,11.1610187256043,86.5463485717773,3.07375001907349,1.11099994182587,2.8767096701660275,36.9681510925293,51.19822112,398.747621545578,544.8125,145359.0,247469.0,0.7038800120353701,77.40789677,6260965.0,12531808.0,1201.7707998989051,312.63,24.931,2.409,31.158,18.537,66.251,-10.794,-0.861,31.983,12.469
RWA,Rwanda,2019,263172335.23,1464873537.8348,151.066652368988,4.0,33.2,7.4402933030466,21.8106396758073,36.1256877841968,10356327149.4262,9.46059756132011,810.0,11.4266429048374,97.4003295898438,3.23707008361816,1.09800004959106,2.8767096701660275,40.3686065673828,50.46087194,398.747621545578,544.8125,145054.0,246407.0,0.757950007915497,75.25147588,6451591.0,12835028.0,1201.7707998989051,316.425,24.639,2.373,30.776,18.668,66.437,-11.823,-0.921,31.024,12.245
RWA,Rwanda,2020,99915133.3187944,1806068098.77361,165.947320417633,9.705882352941176,35.126666666666665,-3.77553161356002,19.3070459698362,35.8269448026158,10184345442.1708,-3.35885331963946,760.0,12.3934691279284,61.61558151245117,3.33054995536804,1.48500001430511,2.8767096701660275,46.5999984741211,50.46087194,398.747621545578,544.8125,139491.0,245781.0,0.7038800120353701,80.74026868,6553097.0,13146362.0,1201.7707998989051,319.642,24.311,2.42,30.309,18.825,66.774,-1.579,-0.12,30.106,11.987
RWA,Rwanda,2021,211896128.9,1894963803.70417,165.297890975286,9.705882352941176,35.126666666666665,9.75460207832977,19.0641466996588,34.7881008684875,11070356519.4804,10.88451916081,840.0,15.3502115810306,91.0010528564453,3.82155990600586,1.60699999332428,2.8767096701660275,17.435088929675874,56.76261927904763,398.747621545578,544.8125,121896.0,248219.0,0.7038800120353701,80.99152957,6776063.0,13461888.0,1201.7707998989051,319.105,23.696,2.325,29.976,19.003,66.072,-6.112,-0.454,28.988,11.684
KNA,Saint Kitts and Nevis,2000,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.417,9.187,1.461,18.436,25.623,69.781,0.248,5.472,16.805,0.014
KNA,Saint Kitts and Nevis,2001,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.381,8.28,0.837,17.386,25.987,70.2,-0.005,-0.109,17.775,0.014
KNA,Saint Kitts and Nevis,2002,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.372,8.016,0.372,16.953,26.331,70.452,-0.195,-4.208,17.925,0.014
KNA,Saint Kitts and Nevis,2003,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.374,8.035,0.347,16.732,26.681,70.768,-0.214,-4.599,17.887,0.014
KNA,Saint Kitts and Nevis,2004,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.377,8.077,0.294,16.467,27.063,71.303,-0.228,-4.882,15.581,0.012
KNA,Saint Kitts and Nevis,2005,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.365,7.793,0.332,16.253,27.459,71.362,-0.222,-4.738,15.43,0.012
KNA,Saint Kitts and Nevis,2006,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.348,7.396,0.303,16.046,27.851,71.288,-0.205,-4.363,15.63,0.012
KNA,Saint Kitts and Nevis,2007,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.334,7.074,0.298,15.804,28.228,71.367,-0.192,-4.075,15.252,0.011
KNA,Saint Kitts and Nevis,2008,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.315,6.653,0.299,15.485,28.601,71.374,-0.174,-3.683,14.824,0.011
KNA,Saint Kitts and Nevis,2009,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.296,6.236,0.256,15.172,28.988,71.393,-0.171,-3.61,13.671,0.01
KNA,Saint Kitts and Nevis,2010,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.263,5.549,0.236,14.789,29.398,71.27,-0.16,-3.37,12.75,0.009
KNA,Saint Kitts and Nevis,2011,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.246,5.168,0.515,14.53,29.763,71.538,0.0,0.0,10.447,0.007
KNA,Saint Kitts and Nevis,2012,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.245,5.122,0.096,14.268,30.128,71.669,-0.191,-3.994,9.49,0.006
KNA,Saint Kitts and Nevis,2013,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.225,4.691,0.069,13.975,30.541,71.457,-0.191,-3.991,10.694,0.007
KNA,Saint Kitts and Nevis,2014,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.201,4.188,0.027,13.8,30.957,70.966,-0.191,-3.989,13.049,0.009
KNA,Saint Kitts and Nevis,2015,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.182,3.82,-0.025,13.583,31.373,70.763,-0.191,-3.989,14.576,0.009
KNA,Saint Kitts and Nevis,2016,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.195,4.084,0.015,13.456,31.798,71.74,-0.191,-3.989,7.815,0.005
KNA,Saint Kitts and Nevis,2017,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.181,3.768,-0.023,13.211,32.234,71.84,-0.191,-3.989,7.564,0.005
KNA,Saint Kitts and Nevis,2018,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,0.149,3.112,-0.08,12.942,32.678,71.467,-0.191,-3.991,9.015,0.006
